Year,Name,College,POS,Height (in),Weight (lbs),Hand Size (in),Arm Length (in),Wonderlic,40 Yard,Bench Press,Vert Leap (in),Broad Jump (in),Shuttle,3Cone,60Yd Shuttle
2019,Parker Thome,Vanderbilt,P,74.5,211,8.63,30.25,,,,,,,,
2019,DeAndre Thompkins,Penn State,WR,71.25,192,9.75,31.5,,4.34,13,34,126,4.26,7.02,
2019,Cody Thompson,Toledo,WR,73.5,205,9.38,31,,4.57,19,38.5,119,4.03,6.87,
2019,Darwin Thompson,Utah State,RB,68,198,8.38,29.75,,4.55,23,39,126,4.3,6.93,
2019,Deionte Thompson,Alabama,S,73,195,9.88,32.13,,,,33,118,,,
2019,Trevion Thompson,Clemson,WR,74,197,9.25,32,,4.52,,36,122,4.32,6.82,
2019,Tyrell Thompson,Tarleton State,DT,75,306,9.38,32.75,,5.32,19,24,93,5.16,8.16,
2019,Juan Thornhill,Virginia,S,72.25,205,8.75,31.13,,4.42,21,44,141,4.2,6.86,
2019,Clayton Thorson,Northwestern,QB,76,222,9.75,31.13,,,,,,,,
2019,Jerry Tillery,Notre Dame,DT,78.5,295,10.63,34.25,,4.93,23,32,115,4.33,7.45,
2019,Cole Tracy,Louisiana State,K,70.13,184,9.13,29.75,,,,,,,,
2019,Drue Tranquill,Notre Dame,OLB,74,234,9.75,31.5,,4.57,31,37.5,122,4.14,6.94,
2019,Kyle Trout,Cincinnati,OT,77.25,318,10,32.75,,5.23,24,30,111,4.77,7.89,
2019,Casey Tucker,Arizona State,OT,77.75,308,10.25,32.75,,5.5,28,25.5,102,4.63,7.74,
2019,Immanuel Turner,Louisiana Tech,DE,74.13,283,10,34.25,,4.99,19,29.5,107,4.72,7.22,
2019,Xavier Turner,Tarleton State,RB,69.63,226,8.88,31.375,,4.52,26,33.5,117,4.39,7.1,
2019,Kavontae Turpin,Texas Christian,WR,68.88,158,7.75,29.625,,4.5,2,40,129,4.25,6.65,
2019,Shy Tuttle,Tennessee,DT,74.38,290,9.75,33.375,,4.93,21,28,110,4.66,7.4,
2019,Olisaemeka Udoh,Elon (NC),OT,77.5,323,10,35.375,,5.05,26,28.5,105,5.05,7.88,
2019,John Ursua,Hawaii,WR,69.13,178,9.25,29.875,,4.56,17,37,120,4.16,6.77,
2019,Andrew Van Ginkel,Wisconsin,OLB,75.5,241,9.38,32.5,,4.59,17,38,123,4.14,6.89,
2019,Jonathan Vickers,Florida State,FB,72.63,233,9,31.25,,4.87,,31.5,114,4.56,7.35,
2019,D'Andre Walker,Georgia,EDG,74.38,251,9.88,34.38,,,,,,,,
2019,Ricky Walker,Virginia Tech,DT,74,284,9,29.25,,5.01,24,,,4.81,7.88,
2019,Brian Wallace,Arkansas,OT,77.25,326,10.5,35.5,,,22,29.5,99,,,
2019,Tim Ward,Old Dominion (VA),DE,77.38,265,10.13,34.5,,,25,,,,,
2019,Kahale Warring,San Diego State,TE,77.13,252,9.75,32.75,,4.67,19,36.5,122,4.25,7.21,11.72
2019,Jerome Washington,Rutgers,TE,74.88,241,9.5,33.25,,4.81,18,30,116,4.53,7.32,
2019,Nick Watkins,Houston,CB,72.38,203,9.63,32.25,,4.6,15,33.5,120,4.22,6.82,
2019,Brandon Watson,Michigan,CB,69.75,204,9.5,30.625,,4.52,15,38,123,4.31,6.81,
2019,Josh Watson,Colorado State,OLB,72.88,231,9.75,33.5,,4.7,20,36.5,130,4.32,7.09,
2019,Armon Watts,Arkansas,DT,76.63,300,9.63,33.38,,5.23,20,,,,,
2019,Jamarius Way,South Alabama,WR,75.5,215,10.25,33,,4.63,16,32.5,119,4.66,7.44,
2019,Moe Ways,California,WR,75.13,218,9.88,32,,4.63,18,35,117,4.39,7.28,
2019,Mike Weber,Ohio State,RB,69.63,211,9.38,29.75,,4.47,22,33.5,,4.32,7.34,
2019,Ken Webster,Mississippi,CB,70.88,203,8.88,32,,4.43,18,43,133,4.14,6.85,
2019,Nic Weishar,Notre Dame,TE,76.38,240,8.5,31.875,,5.05,15,27,104,4.52,7.1,
2019,Ari Werts,East Tennessee State,TE,76.25,227,9.63,34.125,,4.73,13,31.5,120,4.71,7.44,
2019,Trevon Wesco,West Virginia,TE,75.5,267,9.5,34.75,,4.89,24,31,117,4.38,7.18,12.32
2019,Alex Wesley,Northern Colorado,WR,71.88,190,9,31.25,,4.45,13,38.5,125,4.44,7.4,
2019,Antoine Wesley,Texas Tech,WR,76.13,206,9.75,34,,4.68,6,37,117,4.26,7.07,
2019,Darius West,Kentucky,S,71.13,208,9.13,31.38,,4.39,19,33.5,113,,7.03,
2019,A.J. Westbrook,Florida State,FS,71,190,9.13,30.875,,4.51,14,34.5,125,4.45,6.95,
2019,Chris Westry,Kentucky,CB,76.5,199,9.25,33.75,,4.36,12,38,121,,,
2019,Vic Wharton,California,WR,70.63,193,9.5,29.75,,4.65,11,29,106,4.38,7.26,
2019,Anthony Wheeler,Texas,ILB,73.75,235,10,32.875,,4.87,29,34.5,120,4.46,6.89,
2019,Devin White,Louisiana State,ILB,72.13,237,9.75,32,,4.42,22,39.5,118,4.17,7.07,
2019,Reggie White,Monmouth (NJ),WR,74,208,8.5,32.5,,4.52,10,37,120,4.07,6.81,
2019,Kerrith Whyte,Florida Atlantic,RB,70,197,9.5,29.875,,4.37,21,42,132,4.37,7.2,
2019,Tyler Wiegers,Eastern Michigan,QB,75,224,9.75,31.25,,5.05,,29,105,4.53,7.45,
2019,Christian Wilkins,Clemson,DT,75.25,311,9.75,32.5,,5.04,28,29.5,107,4.55,,
2019,Kevin Wilkins,Rutgers,DT,74,301,10.5,33.125,,5.29,24,26.5,106,4.53,7.42,
2019,Manny Wilkins,Arizona State,QB,74,193,9.63,32.25,,4.84,,33,119,,,
2019,Mazzi Wilkins,South Florida,CB,72.13,179,8.88,31,,4.72,,30,110,4.5,7.44,
2019,Aeris Williams,Mississippi State,RB,71.63,215,10,32.25,,4.8,,28.5,111,4.62,7.35,
2019,Andrew Williams,Auburn,DT,76.13,294,10.63,34.75,,5.43,25,23.5,93,4.69,7.82,
2019,Arthur Williams,Florida State,OG,75.75,334,9.75,32.25,,5.43,26,27.5,98,5.07,8.11,
2019,Darius Williams,Colorado State-Pueblo,CB,71.75,193,8.38,30.125,,4.55,19,35,119,4.39,7.06,
2019,Darrell Williams,Auburn,ILB,74,219,9,33.5,,4.88,,29.5,114,4.37,7.19,
2019,Dexter Williams,Notre Dame,RB,71.13,212,9.63,32.25,,4.57,17,36,130,4.16,7,
2019,Greedy Williams,Louisiana State,CB,73.63,182,9.25,31.75,,4.37,8,36,124,,,
2019,James Williams,Washington State,RB,69.5,197,9.25,30.38,,4.58,15,36.5,118,4.25,7.01,12.2
2019,JoeJuan Williams,Vanderbilt,CB,75.63,211,9.75,32.5,,4.64,17,36,127,4.07,6.92,
2019,Jonah Williams,Alabama,OT,76.5,302,10.13,33.625,,5.09,23,28,100,4.79,8.01,
2019,Preston Williams,Colorado State,WR,76.25,211,9.13,33,,4.61,,31.5,116,4.35,7.11,
2019,Quincy Williams,Murray State (KY),SS,70.63,225,9.88,33,,4.59,17,39.5,124,4.41,7.25,
2019,Quinnen Williams,Alabama,DT,75,303,9.63,33.25,,4.83,,30.5,112,,,
2019,Trayveon Williams,Texas A&M,RB,68.13,206,9.25,30.38,,4.51,19,33,121,4.44,7.44,
2019,Gerald Willis,Miami (FL),DT,73.75,302,8.5,33,,5.17,22,27,103,,,
2019,Khari Willis,Michigan State,S,70.88,213,9.5,31,,4.52,22,34.5,118,4.13,7.15,
2019,Caleb Wilson,UCLA,TE,76.25,240,9.75,33,,4.56,14,29,113,4.4,7.2,12.18
2019,Donovan Wilson,Texas A&M,S,72,199,9.75,33.38,,,18,36,127,4.38,6.96,
2019,Mack Wilson,Alabama,ILB,73.13,240,9.25,32.375,,4.71,,32,117,4.5,7.2,
2019,Juwann Winfree,Colorado,WR,73.13,210,9.75,31.5,,4.53,16,33,125,4.25,6.97,
2019,Andrew Wingard,Wyoming,S,72.13,209,8.63,30.5,,4.56,9,36.5,121,4.2,7.08,11.69
2019,Chase Winovich,Michigan,EDG,74.75,256,10,32.75,,4.59,18,30.5,116,4.11,6.94,
2019,Quintin Wirginis,Pittsburgh,ILB,74.38,243,9.75,32,,,25,,,,,
2019,Daniel Wise,Kansas,DT,74.75,279,10,32.875,,5.28,22,27.5,112,4.37,7.53,
2019,Mitch Wishnowsky,Utah,P,74.38,218,9.25,31.25,,4.63,,32.5,117,,,
2019,Zedrick Woods,Mississippi,S,71,205,9.13,31.63,,4.29,19,34.5,122,4.15,7,
2019,Evan Worthington,Colorado,S,73.88,212,9.5,32.75,,4.63,17,33.5,121,4.37,7.07,11.88
2019,Renell Wren,Arizona State,DT,77.13,317,10,33.625,,5.01,30,32,118,4.53,7.65,
2019,Dexter Wright,North Carolina State,OLB,74,229,9.63,32.125,,4.68,15,35.5,123,4.52,7.39,
2019,Matt Wright,Central Florida,K,71.25,174,9.5,29.125,,,,,,,,
2019,Willie Wright,Tulsa (OK),OG,74.63,296,9.63,34.375,,5.07,24,33,114,4.71,7.57,
2019,Oshane Ximines,Old Dominion (VA),EDG,75.88,253,9.88,33,,4.78,24,34,118,4.57,7.13,
2019,Rock Ya-Sin,Temple,CB,71.75,192,9.88,32,,4.51,18,39.5,120,4.31,7.31,
2019,Willie Yarbary,Wake Forest,DT,74,287,10.63,32.5,,5.21,28,30,112,4.67,7.58,
2019,Justin Yoon,Notre Dame,K,70,187,8.75,30.25,,,,,,,,
2019,Jalen Young,Florida Atlantic,FS,70.13,184,9.38,30,,4.83,15,32,115,4.47,7.2,
2019,Kenny Young,Miami (OH),RB,66.63,177,8.75,28.375,,4.49,16,35.5,121,4.4,7.14,
2018,Josh Adams,Notre Dame,RB,73.63,213,9.25,33.75,,4.51,18,34,122,,6.78,
2018,Matthew Adams,Houston,ILB,72,229,9.63,31.25,,4.63,30,33.5,122,4.46,7.05,
2018,Tony Adams,North Carolina State,OG,73.38,302,9.13,33.5,,5.47,21,25.5,100,4.89,8.13,
2018,Olasunkanmi Adeniyi,Toledo,DE,73.13,248,9.63,31.75,,4.83,26,31.5,,4.28,7.21,
2018,Jordan Akins,Central Florida,TE,75,249,9.5,32.5,,,24,35,122,4.38,7.29,
2018,Deontez Alexander,Franklin,WR,73.25,196,8.63,32,,4.35,15,37.5,130,4.08,6.91,
2018,Donnie Alexander,Louisiana State,OLB,72.5,213,9.13,31.625,,4.75,,30,105,4.48,7.15,
2018,Jaire Alexander,Louisville,CB,70.25,192,9.5,31.125,,4.38,14,35,127,3.98,6.71,
2018,Austin Allen,Arkansas,QB,72.38,210,9.63,30.63,,4.81,,29.5,112,4.48,7.18,
2018,Brian Allen,Michigan State,C,73.13,298,9.25,32.38,,5.34,27,26.5,99,4.71,7.81,
2018,Dejon Allen,Hawaii,OG,74,295,9.25,32.625,,4.97,29,30.5,109,4.82,7.63,
2018,Josh Allen,Wyoming,QB,76.88,237,10.13,33.25,,4.75,,33.5,119,4.4,6.9,
2018,Kyle Allen,Houston,QB,75.25,210,9.38,29.625,,4.71,,28.5,113,4.26,,
2018,Marcus Allen,Penn State,FS,74.13,202,9.13,30.625,,4.63,15,37,127,4.32,7.13,
2018,Johnathan Alston,North Carolina State,FS,73.13,205,9,32.5,,4.57,14,28.5,115,4.23,7.03,
2018,Abdullah Anderson,Bucknell (PA),DT,75.25,303,10.38,32.625,,5.12,32,30,106,4.68,7.38,
2018,Kiante Anderson,East Carolina (NC),DE,75.13,260,9.25,33.5,,4.85,20,29.5,110,4.53,7.65,
2018,Matt Anderson,California,K,71.63,203,8.75,30.125,,,,,,,,
2018,Mark Andrews,Oklahoma,TE,77.13,256,10.5,33.5,,4.67,17,31,113,4.38,7.34,12.39
2018,Nate Andrews,Florida State,SS,70.75,204,9.25,32.25,,4.72,,30.5,104,4.46,7.31,
2018,Troy Apke,Penn State,SS,73.25,198,8.38,32.375,,4.34,16,41,131,4.03,6.56,
2018,Cornell Armstrong,Southern Mississippi,CB,71.13,193,9.13,30.125,,4.45,18,37.5,125,4.28,7,
2018,Dorance Armstrong,Kansas,DE,75.63,257,10,34.75,,4.87,20,30,118,4.23,7.12,11.82
2018,Brandon Arnold,Oregon State,SS,71,201,9,31.5,,4.62,15,36,123,4.26,7,
2018,Ade Aruna,Tulane (LA),DE,76.63,262,10.63,34,,4.6,18,38.5,128,4.48,7.53,
2018,Marcell Ateman,Oklahoma State,WR,76.5,216,9.88,32.88,,4.62,13,34,121,4.25,7.07,11.94
2018,John Atkins,Georgia,DT,74.88,321,9.25,34,,5.38,23,24,89,4.75,7.95,
2018,Lance Austin,Georgia Tech,CB,67.88,198,9.38,29.625,,4.56,16,32.5,104,4.45,7.01,
2018,Anthony Averett,Alabama,CB,71.13,185,8.5,30.25,,4.36,13,31.5,119,4.4,6.93,
2018,Corey Avery,Sam Houston State (TX),RB,69.63,191,8.5,30.25,,4.68,8,37,115,4.5,7.4,
2018,Genard Avery,Memphis,ILB,72.5,248,10.13,31,,4.59,26,36,124,4.36,6.9,
2018,Michael Badgley,Miami (FL),K,69.75,183,8.75,29,,4.94,,,111,,,
2018,Jerome Baker,Ohio State,OLB,73.13,229,10.38,31.5,,4.53,22,36.5,126,4.15,6.93,
2018,Kalen Ballage,Arizona State,RB,73.5,228,9.5,32.75,,4.46,15,33.5,122,4.35,6.91,
2018,Saquon Barkley,Penn State,RB,72,233,9.5,31.38,,4.4,29,41,,4.24,,
2018,Austin Barnes,East Carolina (NC),P,71.25,216,9.25,31.125,,,,,,,,
2018,J.T. Barrett,Ohio State,QB,73.25,224,9.88,32,,4.7,,30,108,4.44,7.38,
2018,Jessie Bates,Wake Forest,FS,73.13,195,9.75,31.625,,4.5,,35.5,117,4.26,6.78,11.34
2018,Cameron Batson,Texas Tech,WR,68.25,175,9,28.875,,4.35,14,39,124,4,6.69,
2018,Marcus Baugh,Ohio State,TE,75.5,247,9.5,33,,4.81,,33,117,4.51,7.28,12.06
2018,Nick Bawden,San Diego State,FB,73.88,245,9.25,30.5,,4.72,,,109,4.37,7.16,
2018,Nathan Bazata,Iowa,DT,73.38,290,8.88,30.125,,5.31,24,32.5,100,4.63,7.77,
2018,Davin Bellamy,Georgia,OLB,75.75,255,9.5,33.25,,,15,26,101,4.58,7.58,
2018,Kurt Benkert,Virginia,QB,74.63,218,9.5,31,,4.95,16,31,112,4.33,7.15,
2018,Parris Bennett,Syracuse,ILB,72,233,10,33.375,,4.81,11,31,120,4.46,7.06,
2018,JaWhaun Bentley,Purdue,ILB,73.63,246,9.5,32,,4.75,31,29.5,111,4.4,7.12,
2018,Al-Rasheed Benton,West Virginia,ILB,72.63,242,9.75,31.5,,5,,28.5,108,4.56,7.45,
2018,Braxton Berrios,Miami (FL),WR,68.63,184,9.25,28,,4.44,11,36,110,4.18,6.72,
2018,Keishawn Bierria,Washington,ILB,72.38,230,9.38,31.13,,4.79,21,30.5,117,4.25,7.26,
2018,Saeed Blacknall,Penn State,WR,74,208,9.88,33.375,,4.37,24,32.5,127,4.19,6.77,
2018,Travon Blanchard,Texas A&M-Commerce,SS,73.88,208,9,33.375,,4.65,15,33,116,4.77,7.34,
2018,Quin Blanding,Virginia,FS,74,215,8.38,31.75,,4.63,,31.5,122,,,
2018,Jeb Blazevich,Georgia,TE,76.38,250,9.75,32.125,,,21,33,113,5.4,7.64,
2018,Alec Bloom,Connecticut,TE,78.13,251,9.25,33.5,,4.92,13,29.5,114,4.6,7.27,
2018,Reggie Bonnafon,Louisville,RB,72.88,212,9.75,32.75,,4.53,20,38,127,4.25,6.97,
2018,Kyle Bosch,West Virginia,OG,76.25,296,9,31.375,,5.63,23,25,92,4.85,7.88,
2018,Bradley Bozeman,Alabama,C,76.88,296,9.75,31.25,,5.46,27,24,97,5.17,8.25,
2018,Hunter Bradley,Mississippi State,LS,74.63,241,9.38,31.125,,4.78,17,29,104,4.44,7.43,
2018,David Bright,Stanford,OT,77.13,307,10.25,33.25,,,,,,,,
2018,Jeremiah Briscoe,Sam Houston State (TX),QB,75,220,9.13,31.375,,,,,,,,
2018,Andrew Brown,Virginia,DE,75.38,296,9.38,34.5,,5.03,31,28,101,4.48,7.51,
2018,Drew Brown,Nebraska,K,70.5,208,8.38,29,,,,,,,,
2018,Evan Brown,Southern Methodist (TX),C,74.5,302,10,32.5,,5.03,36,36,113,4.46,7.87,
2018,Orlando Brown,Oklahoma,OT,79.88,345,9.75,35,,5.85,14,19.5,82,5.38,7.87,
2018,Tony Brown,Alabama,CB,71.88,198,9.25,31.5,,4.35,14,31.5,126,4.11,6.78,11.14
2018,Max Browne,Pittsburgh,QB,77.13,227,9.75,32.625,,5.1,23,30,113,4.57,7.5,
2018,Taven Bryan,Florida,DT,77,291,9.75,32.75,,4.98,30,35,119,4.48,7.12,
2018,Oren Burks,Vanderbilt,OLB,75.13,233,9.13,33.38,,4.59,18,39.5,131,4.15,6.82,
2018,Deontay Burnett,Southern California,WR,71.63,186,8.63,31.5,,,,,,,,
2018,Ryan Burns,Stanford,QB,76.88,245,10,32.125,,4.81,16,36,117,4.31,7.27,
2018,Jason Cabinda,Penn State,ILB,73,239,9.63,32,,,19,33.5,129,4.22,7,
2018,Deon Cain,Clemson,WR,73.88,202,8.75,33,,4.43,11,33.5,115,4.37,6.71,11.78
2018,DJ Calhoun,Arizona State,ILB,71.13,242,10.13,29.75,,4.88,20,27.5,111,4.66,7.63,
2018,Antonio Callaway,Florida,WR,70.63,200,9.5,31.5,,4.41,7,34,121,4.33,7,
2018,Christian Campbell,Penn State,CB,72.75,195,8.75,33.5,,4.55,14,41,135,4.18,6.77,
2018,Jake Campos,Iowa State,OT,79.25,304,9.25,33.625,,5.31,22,25,104,4.81,8,
2018,Trenton Cannon,Virginia State,RB,70.25,185,8.38,30.25,,4.4,17,38.5,129,4.04,7.02,
2018,Dylan Cantrell,Texas Tech,WR,74.88,226,9.25,31.38,,4.59,18,38.5,130,4.03,6.56,10.85
2018,Alex Cappa,Humboldt State (CA),OT,77.75,305,9.25,32.63,,5.39,24,26.5,97,4.84,8.04,
2018,Tanner Carew,Oregon,LS,73.25,243,9.63,31.5,,5,18,30,111,4.28,7.26,
2018,Daniel Carlson,Auburn,K,77.25,213,9.75,32,,,,,,,,
2018,Luke Carrezola,Connecticut,DE,73.88,257,9.88,32.375,,4.93,19,34,115,4.52,7.4,
2018,Darren Carrington,Utah,WR,74.25,199,10.38,32.75,,4.78,9,36,120,4.51,6.96,
2018,Jermaine Carter,Maryland,ILB,72.63,222,9.5,31.125,,4.68,,34.5,112,4.28,7.19,
2018,Lorenzo Carter,Georgia,OLB,76.88,250,10.38,34,,4.5,,36,130,,,
2018,Martez Carter,Grambling State (LA),RB,67,210,8.63,31,,4.56,14,36,118,4.5,7.52,
2018,Reggie Carter,Georgia,ILB,72.75,227,9.5,31.625,,4.75,,30,107,4.55,7.21,
2018,Ryan Carter,Clemson,CB,69.38,184,8.75,29.625,,4.52,16,32.5,119,4.37,7,
2018,Andre Chachere,San Jose State,CB,71.75,200,9.88,31.375,,4.49,13,38,123,4.07,6.78,11.43
2018,Sean Chandler,Temple,FS,70.5,190,8.25,30.75,,4.65,16,34.5,119,4.62,7.19,
2018,D.J. Chark,Louisiana State,WR,74.88,199,9.25,32.38,,4.34,16,40,129,,,
2018,Patrick Choudja,Nevada,DE,75,255,9.5,34.125,,4.89,24,37.5,118,4.68,7.56,
2018,Geron Christian,Louisville,OT,77.13,298,10.75,35,,5.33,19,,,,,
2018,Bradley Chubb,North Carolina State,DE,76.38,269,9.88,34,,4.65,24,36,121,4.41,7.37,
2018,Nick Chubb,Georgia,RB,70.88,227,9.63,32,,4.52,29,38.5,128,4.25,7.09,
2018,Jack Cichy,Wisconsin,ILB,74.13,238,9.5,32.13,,,18,33.5,124,4.28,7.06,
2018,Will Clapp,Louisiana State,C,76.5,311,9.63,31.25,,5.39,25,29,97,4.92,8.04,
2018,James Clark,Virginia Tech,WR,69,180,8.88,29.875,,4.49,6,36.5,123,4.31,7.32,
2018,Simmie Cobbs,Indiana,WR,75.13,220,9.25,32,,4.64,11,30,113,4.32,6.7,11.2
2018,Mason Cole,Michigan,C,76.13,307,9.63,32.13,,5.23,23,23.5,104,4.78,7.77,
2018,Lavon Coleman,Washington,RB,70.75,215,9.25,30.5,,4.65,23,33,120,4.35,7.16,
2018,Cayson Collins,North Carolina,OLB,73,232,10,32.75,,4.79,,33,121,4.28,7.38,
2018,Evan Colorito,Colorado State,OLB,75.63,247,9.13,30.75,,4.78,12,28,115,4.89,7.82,
2018,Tyler Conklin,Central Michigan,TE,75,254,9.75,33.25,,4.8,18,38,120,4.23,7.13,11.43
2018,Logan Cooke,Mississippi State,P,77.38,237,8.5,33,,,,,,,,
2018,Demetrius Cooper,Michigan State,DE,77.13,241,10.38,32.625,,5.02,10,28.5,113,4.75,7.45,
2018,Austin Corbett,Nevada,OG,76.38,306,10.5,33.13,,5.15,19,28,106,4.5,7.87,
2018,Eric Cotton,Stanford,DE,76.25,272,10,32.25,,,18,,,,,
2018,Kamari Cotton-Moya,Iowa State,SS,71.75,202,8.88,30.25,,4.64,18,37,119,4.3,7.15,
2018,Keke Coutee,Texas Tech,WR,69.75,181,8.38,29.88,,4.43,14,34.5,113,4.15,6.93,
2018,Chris Covington,Indiana,OLB,74.13,245,9.25,32.5,,4.78,23,33.5,116,4.39,7.02,
2018,Zachary Crabtree,Oklahoma State,OT,78.25,317,9.13,34.125,,5.3,25,21.5,86,4.91,7.98,
2018,James Crawford,Illinois,OLB,74,239,9.13,32.125,,,,35,,,,
2018,Justin Crawford,West Virginia,RB,71.38,199,9.13,32,,4.64,11,33.5,122,4.44,7.08,
2018,Tyrell Crosby,Oregon,OT,76.63,309,10.75,35.25,,5.23,17,30,105,4.77,7.89,
2018,Keion Crossen,Western Carolina,CB,69.13,178,8.75,32.125,,4.33,13,39.5,131,4.01,6.67,
2018,Tyrone Crowder,Clemson,OG,73.63,342,10,32,,5.75,32,22.5,93,,,
2018,Dane Cruikshank,Arizona,SS,73.25,206,8.75,31,,4.41,25,38.5,121,4.24,6.89,
2018,Korey Cunningham,Cincinnati,OT,77.38,311,9.38,32.25,,4.9,27,35.5,119,,,
2018,Qualen Cunningham,Texas A&M,DE,73.5,224,10.38,32,,4.96,14,31.5,112,4.54,7.51,
2018,Christian Daimler,Texas A&M,OT,79.5,305,10.75,33.75,,5.4,24,24,114,4.98,8.27,
2018,Trevor Daniel,Tennessee,P,73.5,230,9.38,31.5,,4.98,23,32.5,119,,,
2018,James Daniels,Iowa,C,75.38,306,9.5,33.75,,,21,30.5,108,4.4,7.29,
2018,Trevor Darling,Miami (FL),OT,76.63,315,10.25,34.25,,5.38,19,24,90,5.01,7.91,
2018,Sam Darnold,Southern California,QB,75.38,221,9.38,31,,4.85,,26.5,105,4.4,6.96,
2018,Marcus Davenport,Texas-San Antonio,DE,77.75,264,9.13,33.63,,4.58,22,33.5,124,4.41,7.2,
2018,Joseph Davidson,Bowling Green (OH),P,79.13,232,8.5,32.25,,,6,30,116,,,
2018,Aaron Davis,Georgia,CB,71.75,194,9.13,31.75,,4.52,10,34,111,4.08,6.82,
2018,Antwuan Davis,Texas,CB,71,196,9.5,31,,4.53,28,32.5,123,4.1,7.01,
2018,Austin Davis,Duke,C,75.88,301,9.13,31.75,,5.25,25,30.5,104,4.65,7.58,
2018,Carlton Davis,Auburn,CB,73,203,8.88,32.75,,4.53,16,34,124,4.31,7.3,
2018,Jawill Davis,Bethune-Cookman (FL),WR,72.88,191,9,32.5,,4.38,14,39,123,4.56,7.52,
2018,Duke Dawson,Florida,CB,70.63,208,9,31.5,,4.46,15,,,4.39,7.02,
2018,Gerhard de Beer,Arizona,OT,78.5,312,10.5,34.125,,5.21,35,30.5,108,4.72,7.52,
2018,Dee Delaney,Miami (FL),CB,71.5,194,9.75,30.5,,4.46,13,32.5,120,4.25,6.95,
2018,Nick Deluca,North Dakota State,ILB,74.63,251,10.25,32.75,,4.85,18,29.5,112,4.23,7.09,
2018,Jamil Demby,Maine,OG,76.5,319,10.75,33.75,,5.58,17,23.5,98,4.95,7.86,
2018,Shamire Devine,Georgia Tech,OG,78.38,380,10,35.375,,5.82,10,21,86,5,8.28,
2018,John Diarse,Texas Christian,WR,71.38,211,9.75,33.625,,4.58,14,33.5,121,4.4,7.19,
2018,Garrett Dickerson,Northwestern,FB,74.5,244,9,32.375,,4.78,19,30,118,4.44,7.19,
2018,Matt Dickerson,UCLA,DE,76.63,292,10,33.25,,5.06,26,31,,4.67,7.56,
2018,Michael Dickson,Texas,P,74.38,208,9.25,31.25,,,,,,,,
2018,Christian DiLauro,Illinois,OT,77.5,300,10.25,33.375,,5.05,25,32,111,4.76,7.61,
2018,Cam Dillard,North Carolina,C,74.88,302,9.75,31.375,,5.23,29,29.5,100,4.63,8.15,
2018,Will Dissly,Washington,TE,75.75,262,10.25,32,,4.87,15,28,111,4.4,7.07,12.12
2018,Kendall Donnerson,Southeast Missouri State,OLB,75,250,9.13,33,,4.45,20,40,131,4.37,7.06,
2018,Garret Dooley,Wisconsin,OLB,74.38,248,10.25,32.5,,4.8,21,33,121,4.28,7.11,
2018,Devante Downs,California,ILB,74.38,252,9.5,31.5,,,23,,,,,
2018,Lashard Durr,Mississippi State,CB,70.63,188,9.25,31.625,,4.48,13,32,120,4.38,7.15,
2018,Chase Edmonds,Fordham (NY),RB,69.13,205,9.13,31.13,,4.55,19,34,122,4.07,6.79,11.63
2018,Terrell Edmunds,Virginia Tech,SS,72.5,220,10.5,32.75,,4.47,,41.5,134,,,
2018,Tremaine Edmunds,Virginia Tech,OLB,76.5,253,9.38,34.5,,4.54,19,,117,,,
2018,Duke Ejiofor,Wake Forest,DE,75.38,264,9.75,34.88,,,,,,,,
2018,Deshon Elliott,Texas,SS,72.88,205,10.5,32.25,,4.58,15,36,121,4.46,7.22,
2018,Vic Enwere,California,FB,72.63,241,9.88,32.125,,4.79,21,34,122,4.39,7.58,
2018,Donnie Ernsberger,Western Michigan,FB,74.75,241,9.75,31.63,,4.78,15,31,114,4.34,7.09,
2018,Jesse Ertz,Kansas State,QB,74.5,209,9.13,31.25,,,,,,,,
2018,Danny Etling,Louisiana State,QB,74.5,222,9.38,31,,4.76,,30.5,114,4.37,7.09,
2018,Aaron Evans,Central Florida,OT,76.88,309,9.88,32.5,,5.31,27,25,97,4.76,7.75,
2018,Rashaan Evans,Alabama,OLB,73.88,232,10,32.25,,,,30,116,4.36,6.95,
2018,Danny Ezechukwu,Purdue,OLB,73.5,247,10.13,33.25,,4.89,26,31.5,117,4.53,7.68,
2018,Brandon Facyson,Virginia Tech,CB,73.5,197,9.75,32.625,,4.53,16,36,118,4.35,7,
2018,Nico Falah,Southern California,C,75.75,301,10.63,33.25,,5.13,21,32,100,4.69,7.74,
2018,Luke Falk,Washington State,QB,75.63,215,9.25,32,,,,26.5,103,,,
2018,Rashard Fant,Indiana,CB,69.5,175,8.88,30,,4.45,,,,,,
2018,Folorunso Fatukasi,Connecticut,DT,75.75,318,10.25,34.13,,5.29,33,30,112,4.53,7.44,
2018,Riley Ferguson,Memphis,QB,74.75,212,9.63,30.88,,4.98,,29,110,4.4,6.96,
2018,Kylie Fitts,Utah,DE,75.75,263,9.5,33,,4.69,31,32.5,117,4.19,6.88,11.82
2018,Minkah Fitzpatrick,Alabama,CB,72.13,204,9.38,31.25,,4.46,14,33,121,4.13,6.73,
2018,Dimitri Flowers,Oklahoma,FB,73.88,248,9.25,30.75,,4.83,17,30.5,109,4.53,7.45,
2018,Quinton Flowers,South Florida,QB,70.38,214,9.75,30.88,,4.63,,,112,4.57,6.81,
2018,Tre Flowers,Oklahoma State,SS,75.25,200,9,33.875,,4.45,18,34.5,122,4.34,7.17,
